1	1	19330	1305049
1	19468	21079	101190
1	111339	237992	8851778
1	240961	262616	1491121
1	299357	375938	5229636
1	389234	407711	1368092
1	407713	518023	7650818
1	466201	466243	2589
1	518024	526750	571817
1	528217	659545	8591613
1	664937	668132	189723
1	669142	684756	997360
1	685159	733385	3346008
1	738570	739056	23229
1	739060	739364	11261
1	819967	820008	2602
1	820526	980123	10338705
1	1042833	1054974	727330
1	1120982	1181894	3956169
1	1181895	1235028	3390898
1	1240818	1454071	13077322
1	1602019	1699685	5813586
1	1700295	1956347	15178489
1	2230112	2230150	1793
1	2341454	2422425	4269032
1	2380606	2380627	930
1	2423894	2432278	335877
1	2649979	2650005	1383
1	2689873	2706162	976802
1	2940607	2945965	190213
1	2946489	2947043	8962
1	2947718	2962731	820175
1	2963129	2974720	697786
1	3040361	3138210	5477581
1	3183526	3267990	4849416
1	3269453	3289393	1068637
1	3303403	3303440	2411
1	3413753	3413783	1238
1	3417746	3466830	2901626
1	3556804	3622782	3768841
1	3625789	3674034	2648746
1	3733936	3734027	8623
1	3747775	3835540	4642594
1	3835578	3959649	6755472
1	3838663	3838699	1627
1	3959652	3977361	1047765
1	4039810	4040078	13397
1	4502731	4503021	13171
1	4726162	4795675	3839146
1	4795866	4828000	2046428
1	4885071	4946954	3423600
1	4916133	4916192	1133
1	5126381	5127697	87320
1	5239393	5239426	2625
1	5284198	5393128	6520446
1	5393453	5438791	2844194
1	5457161	5457647	28577
1	5466067	5466105	2976
1	5574628	5645470	4369189
1	5613192	5613222	1769
1	5647164	5649123	115351
1	5654752	5661458	438527
1	5661459	5757401	6185157
1	5795319	5795342	1342
1	5834353	5834422	5954
1	5866281	5928045	4059053
1	5873367	5873406	2460
1	5928048	6078502	10259855
1	5982414	5982444	1583
1	6017862	6017895	2733
1	6052215	6052257	2977
1	6078503	6170821	6194700
1	6085183	6085216	3228
1	6170822	6328650	10691319
1	6281638	6281678	1583
1	6328651	6428101	6964734
1	6345480	6345678	17935
1	6414662	6414701	2911
1	6457911	6457947	2387
1	6466086	6466110	2021
1	6483126	6654766	12252622
1	6485006	6485032	1427
1	6506315	6506358	3801
1	6518229	6518257	2758
1	6526785	6535289	573329
1	6539008	6540674	78936
1	6542287	6542316	2421
1	6543794	6545272	81392
1	6546593	6556743	771781
1	6557301	6557340	3137
1	6557841	6559480	115862
1	6560457	6563930	226223
1	6564236	6570305	429008
1	6570530	6575567	403776
